777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
2.0,2.663609041,7.381259785707993,1.0,7.700234367362952,-14.092488379066355,-13.920336052237191,1.2516156101413185,-4.3460556398681565,0.0009714298428384707,0.1,1.6266731064296933,-1.5137592971028846
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
6.0,0.629526875,8.04311559671882,1.0,4.892753,-14.999980500000001,-8.34541132030473,0.9939115001433819,-4.3726649999731535,5.6015324364598574e-5,0.09999999998336281,1.3726045,-1.5729734999967901
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
8.0,0.629608792,11.545134187978475,0.0,11.860730069706971,-13.132796208670868,-6.8238322074707485,1.6396209813481348,-1.5645502365236523,1.9405940594059408e-5,0.0776977697769777,3.3866912310731077,-0.7230633593859387
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
16.0,1.215241625,7.423085013302697,1.0,8.046751465911038,-9.74419893420567,-11.359276220367892,2.2771046521007956,-4.011771694052465,0.0009349417164826797,0.1,2.6075800186251206,-0.9431123840135297
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
18.0,0.983262291,8.054309410126766,1.0,8.26658978511052,-14.999980500000001,-14.111995499999999,0.9939115001046636,-3.9013123156101317,5.8525475417250075e-5,0.09999999993186619,1.3726045,-1.5729734999999998
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
31.0,0.594991875,8.058731174315865,1.0,12.336476381459343,-4.9999935,-10.699879644502746,0.9939115,-1.457555,8.349366754138427e-5,0.1,1.6042471669137748,-1.5729734999999998
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
33.0,1.171132417,7.920322554874202,1.0,9.23175230814222,-7.336368714294203,-14.057613634313848,2.4222731298667584,-1.8570592143809832,0.001,0.02071684289479331,1.9093579541962291,-0.9411182655492123
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
