777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
11.0,0.35028675,8.045782271298812,1.0,4.892753,-14.702477475041125,-6.868683408858466,0.9939115000794629,-4.372664999987494,4.7927010105685254e-5,0.09999999991845555,-4.86380849999834,2.881535266910205,-1.572973499999579,0.4992405000339888
12.0,2.139657917,7.05191757152749,1.0,5.503444864540937,-13.681893630454491,-6.490675394449156,0.9939115,-1.6624997158794408,0.00016869261520028543,0.020248798596983482,-3.6595558234600642,3.935615326997123,-1.3428249523960554,0.4992405
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
15.0,1.247974375,8.060967938458663,1.0,9.374821500990564,-14.999980500000001,-8.28968245805205,0.9939115000013088,-4.372664999999279,2.5523307097394358e-5,0.09999999999659571,-3.8919130817251357,1.3726045,-1.5729734999999998,0.49924050000081993
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
17.0,1.237114,7.381612446184243,1.0,7.984171226511737,-10.612735170228389,-13.411117339046347,1.3006410191016626,-3.5583067807178677,0.00017114943937547402,0.1,-2.104564976441208,2.3611993120313275,-0.5797458651073691,0.7289768466434492
18.0,0.745798334,7.89408578350687,1.0,7.876626450204294,-13.5086174311025,-12.843211935731423,2.146576512947005,-3.363741085577337,0.001,0.0467899563317984,-4.380053642928187,3.2951173121371276,-1.2030079075712234,1.1322401707469967
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
20.0,1.114011792,7.951433473384087,1.0,8.706153254286196,-10.015490135051316,-10.680089113054006,2.155720469245801,-1.5740356627906942,0.001,0.02444419234328716,-2.7099234421187983,1.4314891035382953,-1.0912763516141293,1.4586915518670183
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
22.0,3.668667875,6.648449378144465,1.0,7.380644522952568,-13.485864903551159,-6.768292172991789,2.4727154091657755,-3.4464827318642057,0.0007145208995371832,0.1,-3.927855222818663,2.813121845329038,-0.9339280051724234,1.1825793713016592
23.0,0.733835667,7.819896355414861,1.0,9.906116432980026,-7.3331891851388855,-13.512104110035663,2.18831628988182,-2.6613828749464656,0.0006862313395372533,0.02412719968285843,-2.552469218201026,1.5235037811751144,-1.3402305082368184,0.7501525423090386
24.0,2.465511292,7.124389901780939,1.0,6.136100338174204,-12.506317547368017,-10.151265980895982,1.1815149712983581,-4.372664967178278,0.0009807556893320919,0.07486191940798936,-2.4812574166036954,4.11715955863787,-1.4422332165511793,0.5512944733199217
25.0,1.326127,7.764082964431591,1.0,8.240068919782527,-13.422676149257198,-9.556189785445381,2.507847133511296,-3.511102229557891,0.0009999999999999994,0.05663666318019472,-4.487701818050869,2.7407935289752143,-0.7119385677038561,1.2074461953918796
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
28.0,1.244035375,7.41318022768026,1.0,5.286275005796392,-14.644663831220328,-9.210379846911575,0.9955254039102269,-4.368508316034024,0.0007902949147048726,0.019462564334165586,-4.741708967707761,1.537919640901179,-1.570199983480854,0.49935624816912394
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
