1.0,24.274078166,7.947927386554774,1.0,6.397890959235212,-7.149858219741642,-9.696539339573608,2.957279325395556,-1.7021560146119323,0.001,0.027576150429628812,0.7244973443070725
2.0,2.325094375,7.141062550238247,1.0,7.986371392437549,-9.358908883130702,-12.67603651637305,1.208244499877039,-1.5703983777582007,0.0001107511805446753,-0.000710954804443191,0.5168417461743228
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
4.0,1.555838625,7.044752158163647,1.0,11.798098351599327,-10.73005697700407,-12.66955263619412,1.1591705404594501,-1.9280032817306796,0.00018269335262930043,0.003497417899092549,1.3252388395580061
5.0,1.746053667,7.316120612576266,1.0,8.020466162468757,-9.455705314632276,-12.803788149046008,1.358666983022407,-4.2805317667654865,0.0008648951962966088,0.1,0.49924050149013083
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
17.0,3.316782333,7.8280160366244775,1.0,6.236221308245423,-11.3288791773206,-12.836696331355487,0.9939115,-4.372664999746567,0.0008406339260910652,-0.017466432513842237,0.4992405
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
