777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
6.0,1.404239125,8.050091486547306,1.0,7.493205179998124,-14.999980500000001,-14.111995499999999,0.9939115,-3.572989796030343,7.550592435957775e-5,0.1
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
8.0,0.650372917,7.972090513283875,1.0,4.892759031972429,-14.999976034365945,-14.111994277920537,0.9939115,-4.372665,0.00024033534352919337,0.1
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
10.0,2.847302333,7.475495546692813,1.0,10.071835237320753,-14.989134327540132,-10.565969137409548,2.1597365970097644,-1.8441693876607854,0.0008547615746711642,-0.03391643598577609
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
15.0,3.79638,6.3218054348601385,1.0,7.709462463810121,-12.938245719306162,-11.661844889318752,1.274742506576258,-4.031062574278782,0.0007980392628091177,0.1
16.0,0.658634,8.0393366565222,1.0,7.439352925693245,-11.505320135959414,-8.895367435511336,2.0247895763263033,-1.805816976174493,0.001,-0.04360423540817979
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
20.0,2.6012685,7.542526435927723,1.0,6.46090695897827,-9.719853457072878,-9.15039342507914,2.0490105360648756,-4.372664871586471,0.00011986127098873943,0.09999999993113072
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
30.0,1.834796959,7.674466025896353,1.0,5.91143146322595,-14.84175147171189,-13.319586534580308,0.9939115,-4.372665,0.001,0.024104096648742628
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
36.0,0.754064417,7.914326762853445,1.0,5.056992977903438,-7.782191955708018,-13.387116890431617,1.2486206869181289,-1.962181615174555,0.001,0.0111234461718775
37.0,1.257996708,7.935112109744124,1.0,5.760978103826613,-10.094055363506435,-13.737758584958247,1.7645848905845694,-2.0209598628463095,0.001,0.014200404621676453
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
42.0,2.799730041,7.045001609315216,1.0,8.36466619064444,-14.423803146069766,-7.39044939997783,2.4613543940510243,-2.321172431796228,0.0004478987183499161,0.07794738255701902
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
45.0,1.938105292,8.057254638528072,1.0,7.548860009486901,-14.999980500000001,-7.791593787977377,0.9939115000000656,-4.172566547126341,3.0518390486462956e-5,0.09999999999996019
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
50.0,3.126072875,6.852033261467792,1.0,6.251170084852971,-12.520908862919237,-11.646473143863137,0.9939115,-4.372663564141039,0.000820842212261415,0.03177821891570532
51.0,1.479068583,6.004748901082484,1.0,11.882535272025882,-13.486928071346407,-13.448024476761724,1.6457117383023971,-1.6591827680501652,0.0005796556429380739,0.014470813012868866
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
57.0,0.839464334,7.417646668949705,1.0,10.275459994481412,-11.943724536589297,-11.015354901597323,2.8544716175924307,-2.364598733317095,0.001,0.07444817690226568
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
59.0,1.139531416,7.890739099352403,1.0,5.074431976083708,-10.401068500616773,-8.045714777710574,2.3356317967425055,-1.7722627900704073,0.001,0.02520395338157947
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
65.0,5.387604333,7.383958786771683,1.0,10.1952815064225,-14.186413203573338,-13.493849808950014,1.773448242648786,-2.9958314021305115,0.0009462500385546531,0.1
66.0,0.747725792,7.850610693894872,1.0,6.200850716799558,-5.118941221641025,-12.803412595256379,1.6299276103837839,-3.0764546855620165,0.001,0.02114272141703305
67.0,0.696892542,7.887302347589318,1.0,10.091487774804197,-6.410342420649808,-13.702238946939751,2.8549634110033133,-2.3580575415528324,0.001,0.026180090379315325
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
69.0,0.637655708,7.883420639711499,1.0,6.497331301419482,-13.655815869550795,-11.22854860216907,1.8614717839569506,-2.052327598715256,0.001,0.020247331460959656
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
71.0,1.493888875,7.465621405730697,1.0,6.252763975789715,-14.869310447971747,-11.395866204888303,0.9939114999999998,-4.372665,0.0009808660912447057,0.1
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
73.0,1.420980875,7.819109376038684,1.0,7.135909757369408,-10.17715063952707,-11.905363456122394,1.9005545341594523,-2.953158180481871,0.001,0.026506279104173813
777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0
75.0,2.05121025,7.56834538166612,1.0,7.029816740331501,-10.276570547878192,-8.63025589612868,1.591903473454461,-2.180219137651934,0.0008149856972908366,-0.06620890147483773
